,1A,1B,2A,2B,3A,3B,4A,4B,5A,5B,6A,6B,7A,7B,9A,9B,10A,10B
cg16089727,0.04868983,0.05180467,0.6438081,0.6440967,0.05443669,0.05919839,0.0453284,0.04691278,0.3442164,0.3807021,0.3674021,0.399448,0.0427655,0.04733728,0.3494733,0.4069869,0.0561089,0.0515807
cg27483305,0.05366069,0.06154891,0.4541843,0.4480494,0.05369222,0.04496146,0.4495693,0.4603893,0.5027396,0.4959075,0.4887389,0.4959948,0.4830199,0.4943946,0.04665789,0.05011482,0.05353292,0.08472803
cg15467617,0.8700313,0.6368026,0.6512637,0.5315134,0.2933217,0.3867697,0.4670175,0.4109589,0.8178105,0.5861915,0.5208333,0.4214211,0.3102273,0.3497854,0.06171108,0.04635074,0.5109066,0.4288443
cg07834955,0.08196501,0.05749213,0.08794311,0.078854,0.0586926,0.1009855,0.08581752,0.09560144,0.07039615,0.08243998,0.1520893,0.1211132,0.07036218,0.09351566,0.0696447,0.07902825,0.1345298,1
cg15715844,0.05895009,0.1020869,0.5015252,0.5005959,0.03824247,0.1007194,0.4383844,0.5095379,0.5254895,0.4956433,0.538489,0.5437339,0.4338289,0.4389913,0.07033363,0.05974944,0.07584129,0.09570662
cg07366624,0.8786528,0.8841236,0.8706939,0.897747,0.8906448,0.887513,0.8985151,0.8983405,0.8844792,0.8594298,0.867897,0.8998333,0.229308,0.3114504,0.8604777,0.8899467,0.5361271,0.5369769
cg04873833,0.8931763,0.8742189,0.8500614,0.8560395,0.8374854,0.8246553,0.9365834,0.9307762,0.8837821,0.8725741,0.9491232,0.9477692,0.9017866,0.9267956,0.002824859,0.9550512,0.9254985,0.9605109
cg08437461,0.03475751,0.03653414,0.4849151,0.4789222,0.04594979,0.03298987,0.4403273,0.4436979,0.4619526,0.4229877,0.448681,0.4541011,0.5013509,0.4323401,0.02308641,0.04036217,0.03842345,0.03549179
cg18301369,0.9159389,0.9732523,0.8845246,0.8926111,0.8387396,0.8209983,0.2538462,0.1838565,0.8930408,0.8596491,0.8709461,0.8827038,0.8803231,0.8464193,0.8829289,0.8813459,0.8867863,0.8290526
cg09992948,0.05771496,0.1078452,0.4883023,0.5357115,0.5235027,0.5281385,0.3880577,0.4724328,0.07129156,0.07402913,0.5164108,0.538944,0.09303118,0.0994941,0.06345076,0.08519108,0.06293813,0.1065629
cg16019721,0.9128126,0.9076305,0.9155157,0.9292156,0.9131311,0.9393215,0.9269202,0.9240781,0.9310402,0.9104844,0.9263547,0.9162962,0.9248532,0.9151255,0.9146397,0.9226412,0.2294686,0.2780374
cg08764227,0.00149925,0.8945257,0.8693743,0.918414,0.915493,0.9241456,0.9186919,0.9128526,0.9216893,0.9232822,0.9078491,0.9141767,0.9372983,0.9212512,0.9317657,0.9318385,0.9038538,0.9141421
cg16515238,0.03585086,0.02754304,0.4822478,0.4727519,0.02484798,0.03034682,0.4485633,0.4400321,0.4321531,0.3999368,0.464021,0.4294984,0.4543165,0.4031107,0.005794911,0.01117602,0.01035621,0.03334003
cg27187671,0.06349543,0.0477713,0.5012335,0.4896759,0.05295156,0.08155056,0.4583468,0.4685666,0.473308,0.4654042,0.4594176,0.5041993,0.477191,0.4229758,0.03456735,0.02071269,0.0436723,0.06998557
cg25587058,0.1403892,0.08990536,0.5143039,0.476029,0.100029,0.06469891,0.5048522,0.5202826,0.50351,0.4690942,0.5840537,0.5467047,0.54347,0.5355015,0.09597182,0.09722736,0.1241177,0.09835263
cg01445307,0.04107688,0.04123841,0.4695125,0.4230825,0.05588044,0.04481392,0.4574051,0.4796081,0.5065398,0.4686895,0.4618996,0.4895554,0.4843523,0.380401,0.03792025,0.03855364,0.04307374,0.04356121
cg16059374,0.02975794,0.01298701,0.3943415,0.4379719,0.01260897,0.03198495,0.4231266,0.4413818,0.4408645,0.4570903,0.4655602,0.4994426,0.4470717,0.3950825,0.003213368,0.03106709,0.02179886,0.02256232
cg03674159,1,0.1684048,0.1141805,0.09687653,0.07701787,0.1060829,0.1367106,0.08307973,0.1175449,0.09350057,0.11756,0.05233291,0.09847689,0.09162304,0.0680597,0.04450733,0.04983684,0.0841862
cg06079963,0.03430294,0.0547474,0.4569783,0.464992,0.04160678,0.0571554,0.4179739,0.4553597,0.5102387,0.5022806,0.4863853,0.4972951,0.4560387,0.4005031,0.04190693,0.04668113,0.03944197,0.05259104
cg15183843,0.7187277,0.5681267,0.9773641,0.9800545,0.5101595,0.5402745,0.9776011,0.9787993,0.9766617,0.9742028,0.9768441,0.9773732,0.974379,0.9729866,0.5205249,0.4750403,0.6325965,0.5625466
cg11133658,0.9081671,0.9040782,0.4970656,0.5125901,0.4706783,0.4922046,0.5081592,0.5016977,0.5183177,0.4510033,0.9065949,0.9023733,0.92044,0.8790436,0.9144588,0.9496771,0.9246227,0.9313649
cg24156746,0.02112754,0.005302121,0.4382911,0.4292826,0.01523845,0.01465033,0.4306651,0.4180945,0.448025,0.4501205,0.4430974,0.4829229,0.4419546,0.3667715,0.01499438,0.01929306,0.01412346,0.01667115
cg15594605,0.3941146,0.4180619,0.4202028,0.4603391,0.7270255,0.7207908,0.7196944,0.7450337,0.7259615,0.7294159,0.4135381,0.4336721,0.03907173,0.04874364,0.4020345,0.4035454,0.4211159,0.4168052
cg02756511,0.05721328,0.06585522,0.4813604,0.5101734,0.05300023,0.06554433,0.4648956,0.5013447,0.4950057,0.4416244,0.474679,0.514317,0.4667346,0.4197137,0.02822865,0.05686069,0.05629272,0.0790657
cg17947922,0.8909637,0.9109728,0.5462588,0.5691728,0.9428793,0.9103266,0.3305633,0.279335,0.9084088,0.917916,0.8991269,0.9116852,0.9164295,0.9308265,0.8936642,0.9127056,0.9148407,0.9254045
cg14007036,0.1040988,0.1144818,0.519406,0.4983511,0.1011461,0.1060556,0.4772549,0.5226875,0.4913573,0.5643076,0.5295961,0.5291104,0.6027425,0.4681733,0.1075725,0.08849658,0.08652947,0.1132241
cg11107675,0.2582583,0.2065934,0.7812965,0.7911101,0.8234552,0.81374,0.7351536,0.7484088,0.71384,0.8439878,0.7186269,0.7802131,0.8269335,0.7952838,0.3803526,0.3125,0.7410983,0.812252
cg17195879,0.035721,0.04941584,0.467975,0.4575556,0.03170263,0.03628272,0.4594789,0.4909773,0.4796916,0.4795787,0.4450151,0.4720099,0.4624274,0.3330996,0.0408885,0.03331559,0.03814646,0.03957055
cg13649400,0.2424178,0.1144058,0.5478562,0.5626597,0.110491,0.09353729,0.5250465,0.5568956,0.5528191,0.5658987,0.5765848,0.5955018,0.5564976,0.5256016,0.3827005,0.1034154,0.1043738,0.1018831
cg12962913,0.02344945,0.0131854,0.4663195,0.446333,0.01562044,0.01604149,0.4246612,0.4677859,0.4073885,0.4345175,0.3940194,0.4507543,0.4056595,0.4308009,0.00685673,0.01446281,0.004122889,0.0102233
cg25987208,0.08238877,0.08327933,0.06865486,0.07180229,0.09397878,0.1071084,0.100939,0.09329401,0.1252269,0.08434442,0.108786,0.0938307,1,0.0884808,0.05894373,0.06756757,0.08648946,0.08715452
cg20221740,0.6774641,0.578173,0.04154885,0.04414003,0.4204427,0.3983399,0.3135556,0.3603674,0.04514724,0.01955008,0.03181015,0.03584747,0.3659394,0.3783854,0.02691358,0.0307416,0.3991232,0.3346453
cg11931211,0.9706121,0.9716599,0.4580633,0.4537914,0.6412361,0.6730793,0.5294506,0.5210679,0.3830099,0.4151967,0.4763514,0.5002144,0.819487,0.7758253,0.9293673,0.9113102,0.4486721,0.3734536
cg19969624,0.489175,0.4956996,0.5031974,0.5119881,0.9562898,0.9500092,0.4756645,0.4848776,0.06436646,0.07150259,0.4997534,0.5319587,0.4840833,0.4881488,0.4735697,0.4730572,0.4951684,0.5323911
cg00704664,0.370531,0.3729894,0.07884037,0.08869715,0.06466617,0.07412051,0.7382864,0.6647906,0.07139866,0.0508112,0.07347314,0.07267784,0.3762557,0.3840053,0.3874699,0.3591657,0.4030907,0.3965396
cg22252245,0.03094864,0.04710425,0.47135,0.4742613,0.04467905,0.05002619,0.4421584,0.4662158,0.4430226,0.4437884,0.469017,0.4823972,0.4704908,0.4334267,0.02977773,0.03975535,0.03126433,0.03910869
cg19332075,0.1070351,0.1237593,0.5384555,0.5459453,0.1370162,0.1205295,0.517062,0.5446686,0.5681606,0.5505519,0.5403088,0.543421,0.516641,0.4799826,0.08101191,0.1266778,0.09334704,0.1333841
cg21127593,0.0780594,0.08147246,0.5109217,0.5254297,0.1046814,0.1014386,0.4812466,0.5066627,0.5061004,0.4976293,0.5263046,0.5357319,0.4972578,0.484267,0.06376861,0.0913219,0.09212423,0.08256533
cg16836675,0.5358479,0.5182609,0.4733649,0.4576322,0.5165784,0.4584046,0.8361119,0.8000413,0.5974026,0.4811083,0.8150024,0.7906283,0.465355,0.4341528,0.4575931,0.4598195,0.0644747,0.0639494
rs2235751,0.4703563,0.46875,0.4765786,0.4850653,0.03371657,0.04634085,0.03090909,0.05010107,0.04352054,0.02308869,0.4895006,0.5092551,0.05530281,0.0393749,0.02455189,0.02773476,0.05489058,0.05112931
cg01741056,0.8083739,0.7727238,0.7922694,0.8010272,0.7689881,0.7443258,0.8306537,0.8066096,0.8429268,0.80868,0.8610464,0.8077713,0.1285506,0.1456414,0.7849317,0.7855167,0.7826598,0.7437873
cg01573782,0.4577269,0.4438918,0.8935272,0.8613268,0.4289632,0.4666501,0.8625148,0.8311604,0.9055809,0.88816,0.8509279,0.8598229,0.8679294,0.8310556,0.5624242,0.3972896,0.3772144,0.4788811
cg19137564,0.09450893,0.1063343,0.5214584,0.5168544,0.08017253,0.1034995,0.4720242,0.524893,0.5155196,0.4888746,0.5169685,0.5442523,0.5187175,0.4794702,0.07864504,0.05959082,0.09423279,0.1074279
cg17770035,0.4080549,0.4624694,0.04272498,0.02444945,0.04576803,0.03749099,0.4496735,0.4595831,0.4901273,0.4638519,0.03731,0.04492322,0.4526265,0.4880574,0.4377085,0.4744619,0.03509956,0.04490562
cg02869783,0.2863276,0.3128324,0.03624933,0.03271103,0.5638474,0.5609756,0.58496,0.5601079,0.3658705,0.3358553,0.05869822,0.03920266,0.5837651,0.5918548,0.2604798,0.2405182,0.5687282,0.5328504
cg23592392,0.8146754,0.1651824,0.3065213,0.1611546,0.1514391,0.1812729,0.5078749,0.232187,0.7397194,0.2258389,0.2706265,0.1049176,0.1814581,0.1203797,0.340897,0.1428372,0.5762346,0.1796804
cg10827006,0.02747207,0.02570299,0.4269869,0.4385145,0.04058097,0.07362754,0.4243997,0.4587246,0.4371992,0.4692271,0.4576585,0.47734,0.4850138,0.4303413,0.0212113,0.02340351,0.02307745,0.01672491
cg14227325,0.6077043,0.563328,0.5765469,0.5645249,0.7263398,0.753298,0.6208171,0.6444185,0.3618953,0.3222683,0.1957041,0.2149676,0.5537823,0.496084,0.2243806,0.231337,0.08614393,0.1341144
cg18025438,0.1835981,0.2204214,0.7176272,0.7259254,0.4545018,0.4745995,0.6514583,0.6685538,0.7479613,0.7657601,0.2647059,0.3165563,0.3380062,0.3193117,0.6205294,0.6057903,0.2295409,0.198577
cg05204037,0.06920078,0.08120089,0.5206844,0.5083588,0.09206234,0.08413168,0.4933472,0.5004647,0.5037259,0.485936,0.4837721,0.5130974,0.5038544,0.4927338,0.08202568,0.06986327,0.07243306,0.09203828
cg19056391,0.04756944,0.05107027,0.4732176,0.4226821,0.03211991,0.03485816,0.4300465,0.4606084,0.4345567,0.4479963,0.4597629,0.5046127,0.4718762,0.4662463,0.02514899,0.03272917,0.04692049,0.03401562
cg01793416,0.8618219,0.8375451,0.8834211,0.8763858,0.8251613,0.003289474,0.9053571,0.8903722,0.9197225,0.9151515,0.8707338,0.7957486,0.943,0.9711934,0.8771563,1,0.89871,0.8920188
cg18632412,0.05422751,0.05067682,0.4821741,0.469679,0.05518423,0.05370925,0.4573878,0.4423229,0.4770568,0.467597,0.4932519,0.4819201,0.4639784,0.4582326,0.04046294,0.04453163,0.04294051,0.05266354
cg05864140,0.1734776,0.1190797,0.1009393,0.07625782,0.09008456,0.1243951,0.1049443,0.1220653,0.09801308,1,0.05945719,0.04835226,0.09907146,0.09128685,0.06297727,0.05136854,0.1228615,0.1013779
cg13213853,0.02502674,0.0339227,0.4729681,0.4587498,0.03182634,0.05123883,0.4248744,0.4690974,0.4739786,0.4697918,0.4591072,0.4605738,0.4967033,0.4646277,0.04421053,0.04295497,0.05580247,0.08130656
cg04656811,0.1272049,0.1353835,0.08316396,0.08893937,0.08719424,0.09959246,0.1279343,0.08366219,0.05571776,0.05731865,0.09740618,0.1221731,0.1009762,0.05686546,1,0.085097,0.1090545,0.07169811
cg26333595,0.05219063,0.06485117,0.4851401,0.4397772,0.0744075,0.07570847,0.4808419,0.5043938,0.4736048,0.4494721,0.4775257,0.4954039,0.5105146,0.4522634,0.04911092,0.03916834,0.0554371,0.05288921
cg02266482,1,0.2035256,0.1194156,0.1785607,0.123534,0.2488,0.116443,0.2011158,0.0867679,0.03455802,0.08283582,0.000337382,0.1120279,0.2357808,0.1149282,0.2086856,0.3172073,0.2012103
cg16594779,0.03167564,0.0722994,0.5029253,0.4963636,0.06272219,0.05960729,0.3961075,0.4722701,0.4590846,0.4682218,0.4993862,0.5269049,0.4942232,0.469336,0.05162578,0.05884001,0.09159687,0.06445258
cg10956264,0.03078751,0.02408919,0.4417635,0.4364019,0.0269654,0.01396878,0.3713511,0.4565666,0.4158709,0.432852,0.4698038,0.4983907,0.5150538,0.3640028,0.03583248,0.02089757,0.02345271,0.02942042
cg01600123,0.05962988,0.04047658,0.4555716,0.4281056,0.05871101,0.07242256,0.4746305,0.4760324,0.474946,0.4823972,0.5037432,0.5209821,0.4994455,0.4652664,0.05896726,0.05798797,0.06293383,0.06569458
cg19102272,0.9197187,0.8852647,0.9031556,0.909189,0.9120998,0.8799802,0.9132815,0.9400439,0.9172399,0.9365994,0.9128015,0.919729,0.9071274,0.8944495,0.002347418,0.925702,0.9260758,0.8929206
cg20077602,0.02744115,0.01525851,0.4661521,0.4641675,0.00976524,0.02377919,0.4179691,0.4297092,0.442745,0.4041089,0.4397666,0.4473544,0.4439241,0.3856729,0.00921261,0.02028492,0.01056631,0.008709506
cg26864230,0.1212169,0.0955267,0.08700291,0.03306288,1,0.09649568,0.09117068,0.08237518,0.1188886,0.1166324,0.08415207,0.0769647,0.08952096,0.08236404,0.08148688,0.1020321,0.1224307,0.0958058
cg18016370,0.05836237,0.07585569,0.5316684,0.5076203,0.08629442,0.09215602,0.4586111,0.4593459,0.4878597,0.4803665,0.5399386,0.4840832,0.4958566,0.455146,0.04763844,0.04626446,0.1045726,0.0715843
cg25766534,0.03026087,0.01348921,0.423368,0.4119204,0.1064553,0.05013709,0.4825103,0.4865696,0.4919794,0.4616695,0.4494423,0.4687127,0.5095483,0.4758569,0.008846296,0.03945111,0.07684173,0.07875458
cg22851875,0.9282668,0.9289401,0.5023883,0.5389309,0.5043478,0.5003928,0.9222896,0.9121554,0.9362011,0.9159516,0.9261004,0.9339225,0.5052663,0.5419864,0.4827919,0.479134,0.9095849,0.9430068
cg21299256,0.0656,0.1130543,0.03424844,0.02457421,0.5989091,0.6517448,0.4904459,0.3901182,0.4961411,0.3780364,0.4678618,0.3951965,0.06856187,0.06598115,0.3762685,0.3245686,0.08181126,0.07400555
cg10985055,0.6974084,0.4514385,0.06669451,0.06529081,0.05558669,0.07305251,0.6440194,0.5055486,0.7081727,0.5320374,0.5576665,0.43564,0.428595,0.4060691,0.5783913,0.4184142,0.4700225,0.3707067
cg09300348,0.0176565,0.08286778,0.4517205,0.4874435,0.06375606,0.1047051,0.4784221,0.5246672,0.5093923,0.4789285,0.4817682,0.5201733,0.4949301,0.4349754,0.03263889,0.0388044,0.09863429,0.13041
cg03278611,0.7690245,0.3732132,0.04867987,0.1355778,0.3364609,0.3932471,0.1609658,0.08117249,0.1940828,0.03866667,0.06818182,0.1123482,0.06092125,0.1597893,0.5039615,0.2804819,0.6465527,0.3848744
cg18517677,0.07490405,0.09395138,0.07996237,0.07309322,0.08600372,0.1046756,0.1121815,0.1091769,0.09792098,1,0.1239415,0.09309875,0.04758726,0.09344567,0.08738287,0.07579397,0.1153546,0.1040863
cg08963265,0.06853933,0.1038506,0.5110172,0.5252867,0.06942393,0.08903099,0.4957347,0.5161162,0.5046695,0.4612302,0.5120237,0.5021559,0.504,0.4704277,0.07029262,0.07630814,0.07132389,0.1060847
cg25858008,0.002337814,0.004100111,0.4194987,0.4132089,0.007242469,0.009215905,0.4095706,0.4291884,0.4079435,0.4516254,0.4087265,0.4825655,0.450175,0.4017866,0.01309707,0.01031863,0.01283619,0.01504276
cg25547772,0.09556932,0.115668,0.5328993,0.5126775,0.1135793,0.1052098,0.496124,0.5249431,0.5374493,0.5107946,0.5338762,0.557614,0.5372127,0.4744849,0.09212322,0.09041374,0.1081704,0.1075465
cg23722438,0.08299669,0.07675439,0.563082,0.5375171,0.09914712,0.08722649,0.4357594,0.5329929,0.4519619,0.4891967,0.5338476,0.516487,0.4928438,0.4966275,0.07646827,0.1050649,0.0993007,0.08727621
cg08603678,0.03911489,0.06079571,0.4836884,0.4812331,0.4454669,0.4676495,0.5174043,0.4608434,0.5654874,0.4208796,0.5202551,0.5014557,0.4193599,0.4547849,0.7743733,0.6866354,0.0621183,0.0674136
cg00305774,0.8541531,0.2838273,0.4756904,0.3689743,0.2931092,0.3750803,0.6401654,0.423065,0.8415956,0.000173671,0.4678228,0.2581008,0.3570972,0.3361026,0.5252796,0.2716216,0.6867793,0.3261476
cg11969330,0.5606327,0.6407674,0.8332413,0.8591465,0.4553767,0.4079519,0.9654565,0.9553736,0.4433015,0.4457997,0.5365505,0.5689349,0.4909152,0.4558282,0.9772873,0.9756621,0.7098608,0.8358734
cg12074916,0.07091847,0.06770124,0.474032,0.4864515,0.0647912,0.06565487,0.4615009,0.4687678,0.4890693,0.450292,0.505539,0.5267784,0.4978214,0.4405153,0.05010418,0.0481551,0.06489676,0.06511668
cg19055639,0.06165065,0.07049015,0.4382312,0.4670055,0.09012612,0.06930437,0.4612747,0.4168457,0.5541672,0.4545616,0.4587364,0.4966489,0.5174591,0.472098,0.03103914,0.04694656,0.04002562,0.05861969
cg23543766,0.002942779,0.01575533,0.4194296,0.3754695,0.003039514,0.01309182,0.4129052,0.43263,0.431179,0.4572785,0.4563713,0.4698639,0.4178339,0.3841587,0.003989059,0.006865861,0.01326964,0.008436639
cg25777540,0.01427473,0.01168022,0.4361509,0.4245059,0.006431929,0.01224018,0.3760413,0.4390839,0.4617913,0.4219559,0.4524959,0.4363505,0.4383161,0.3864163,0.004542873,0.004750845,0.007027524,0.01568951
cg02179438,0.1784835,0.220749,0.5751363,0.5846677,0.1051248,0.0651174,0.5141093,0.545294,0.5748321,0.541458,0.5338416,0.5735888,0.5702529,0.5463974,0.1723143,0.1639576,0.09643023,0.1389341
cg18232235,0.5269298,0.4904844,0.8957162,0.918102,0.9650849,0.9558575,0.4568823,0.4608194,0.964192,0.9566185,0.9502988,0.9378333,0.9500073,0.912349,0.5130232,0.5118275,0.9028568,0.8639448
cg08657228,0.06149194,0.06447912,0.7376679,0.762327,0.4646969,0.4883009,0.05839254,0.06349555,0.4960716,0.4690345,0.4710449,0.5090852,0.4846521,0.486583,0.4431925,0.450069,0.5008656,0.5157969
cg09470907,0.4068847,0.4595451,0.7305627,0.7671769,0.6743494,0.737361,0.6402559,0.6454018,0.6065705,0.624036,0.7657157,0.7479151,0.04862475,0.1153428,0.5693572,0.6890511,0.7480863,0.779408
cg11869614,0.05508021,0.06398449,0.5308113,0.5095133,0.07315011,0.1053111,0.4384384,0.4350397,0.4652686,0.433287,0.496657,0.5157664,0.5044037,0.4993873,0.05659684,0.05204719,0.06758809,0.06505009
cg15982906,0.1160583,0.110875,0.07212435,0.06986028,0.1097974,0.1004336,0.08935777,0.1040825,0.08784957,0.08759459,0.10452,0.1016687,0.0834169,0.07666798,1,0.09538003,0.09303595,0.06969997
cg21873275,0.9445268,0.8551374,0.9132064,0.9212971,0.9105171,0.8811987,0.9210755,0.8811275,0.9038462,0.9261983,0.004405286,0.9322397,0.9461818,0.9160971,0.9083796,0.8818514,0.8835093,0.9135013
cg17330938,0.4960222,0.4805044,0.8920817,0.9019125,0.5004017,0.4851266,0.8895318,0.9050922,0.4874221,0.4703945,0.9116891,0.9132559,0.8977615,0.9127979,0.9062892,0.8919839,0.4735741,0.4740094
cg12928933,0.6251309,0.5904148,0.6599099,0.6318998,0.7195122,0.684671,0.6723212,0.6057617,0.07124194,0.03779904,0.6879748,0.6962151,0.3530559,0.4181278,0.3682768,0.3650646,0.3780223,0.2951941
cg02398179,0.5534101,0.5643416,0.5731242,0.5772257,0.5587543,0.5923272,0.1149936,0.1199569,0.7919296,0.7986795,0.5685846,0.5936986,0.8086854,0.7771467,0.7709833,0.8009759,0.820468,0.8170682
cg16512708,0.4738533,0.5004021,0.06845638,0.08444417,0.5122568,0.5322724,0.06062312,0.0586139,0.06168698,0.06442503,0.07073319,0.07554945,0.5249714,0.5046523,0.0551841,0.06283552,0.07023119,0.07272996
cg24867790,0.6846847,0.7428182,0.4357486,0.4572281,0.7560244,0.7414123,0.7484106,0.7375887,0.4463405,0.4252268,0.4488507,0.4662209,0.4464097,0.4610358,0.4095751,0.4280237,0.04548619,0.04935418
cg04160515,0.4495677,0.4554484,0.7015495,0.7268197,0.6964774,0.7372513,0.6851953,0.6975221,0.4206017,0.3946535,0.6937497,0.6983037,0.4379456,0.4202405,0.04881715,0.05098731,0.4448997,0.4310467
cg25549819,0.04803347,0.04655718,0.4549378,0.428927,0.06069108,0.03965967,0.4326402,0.4397292,0.4973339,0.4814484,0.4472487,0.4480693,0.5201219,0.4745466,0.03789361,0.05062241,0.04654655,0.03733887
cg16795480,0.7115568,0.6792064,0.6573641,0.7113321,0.7132029,0.7215762,0.6645358,0.6737169,0.05932444,0.02909796,0.687588,0.7084255,0.7219833,0.7367496,0.6922323,0.7272967,0.7140803,0.720993
cg03698374,0.7165431,0.7466037,0.1019563,0.1065285,0.7459191,0.7565256,0.7383026,0.7552452,0.7404936,0.7419926,0.4703117,0.4959241,0.7392491,0.7765397,0.7111585,0.742419,0.7540502,0.7564937
cg00579921,0.3024618,0.22331,0.5950238,0.571152,0.3978805,0.3345009,0.4487633,0.3392698,0.6030303,0.7317784,0.1794953,0.1043839,0.173664,0.1204555,0.001876173,0.6600477,0.2428948,0.1815742
cg11755407,0.3481767,0.3058869,0.4602244,0.4517571,0.8417936,0.9230517,0.524639,0.506946,0.2540869,0.212381,0.2661696,0.1984851,0.2835052,0.2723369,0.1899532,0.1875596,0.2806984,0.2287328
cg17796198,0.891471,0.9093867,0.9145097,0.938601,0.8960674,0.9112612,0.9023293,0.8997135,0.9170413,0.00456621,0.9177661,0.8845336,0.9307036,0.9111842,0.942198,0.9132791,0.9009443,0.8982392
cg13429256,0.9060092,0.9554455,0.8884361,0.9062087,0.9072336,0.8846701,0.8754164,0.005154639,0.9049467,0.9263039,0.8897108,0.9178972,0.9492554,0.8699095,0.9261261,0.9120975,0.9227451,0.8987559
cg11969556,0.0876632,0.09512317,0.1015216,0.0647994,0.06429695,0.09076844,0.0911426,0.105652,0.08803677,0.09376534,0.09705753,0.097007,0.08696013,0.08883334,1,0.1022361,0.1210233,0.1311399
cg06134910,0.4155892,0.4235785,0.6761666,0.6989305,0.7243087,0.7265508,0.6910583,0.6684015,0.4941043,0.4592249,0.4892375,0.4738524,0.457818,0.4825592,0.04010785,0.02125801,0.7243336,0.7011806
cg26153182,0.9011201,0.9233679,0.8959063,0.9271661,0.9454148,0.9285255,0.2,0.3347578,0.9115934,0.930686,0.9145601,0.9587669,0.9490986,0.9452218,0.899966,0.9296782,0.887787,0.9110981
cg09720420,0.08401011,0.1210861,0.5142624,0.5041287,0.1051082,0.08539437,0.4372777,0.4796574,0.5221247,0.4907301,0.5223332,0.5343944,0.5435937,0.5036295,0.07291667,0.075429,0.08243334,0.09018187
cg13587572,0.6097511,0.685066,0.04173681,0.03154474,0.7081298,0.705767,0.6004274,0.6877015,0.6629515,0.7183145,0.7336875,0.7558014,0.6965436,0.7004826,0.6785383,0.6804134,0.6515152,0.7207462
cg06185870,0.07302779,0.06663582,0.471577,0.4756157,0.0622205,0.06181073,0.4713466,0.4917008,0.4972251,0.4839978,0.4855376,0.51536,0.4983749,0.4692995,0.06931213,0.06959757,0.07110616,0.07166271
